Cislo zastavky;Zemepisna sirka;Zemepisna dlzka;Stat;Okres;Obec;Cast obce;Nazov zastavky
29472;49,43948;18,736541;SK;CA;Raková;;Fojstvo
29473;49,443611;18,749014;SK;CA;Raková;;Golis
29474;49,435368;18,717763;SK;CA;Raková;;Gorálka
29475;49,432116;18,733791;SK;CA;Raková;;Haluškovci
29476;49,48008;18,692446;SK;CA;Raková;;Korchaňovci
29477;49,482471;18,688289;SK;CA;Raková;;Korchaňovci Repčák
29478;49,424505;18,727518;SK;CA;Raková;;Skákalovci
29479;49,420845;18,724863;SK;CA;Raková;;THS ŠL
29480;49,452551;18,730349;SK;CA;Raková;;Trstená
29481;49,488149;18,686782;SK;CA;Raková;;Trstená Kubríková
29482;49,475642;18,700703;SK;CA;Raková;;Trstená závoz
29483;49,461303;18,716858;SK;CA;Raková;;Trstená ZŠ
29484;49,444126;18,736403;SK;CA;Raková;;ÚNZ
29485;49,465364;18,714289;SK;CA;Raková;;ZŠ
29487;49,446534;18,735955;SK;CA;Raková;;žel,zast,
29513;48,988952;18,880012;SK;MT;Rakovo;;
29514;48,881709;18,879888;SK;TR;Rakša;;
29687;49,135397;19,086359;SK;MT;Ratkovo;;
30043;49,191269;18,765774;SK;ZA;Rosina;;Bukovinský
30044;49,173852;18,770574;SK;ZA;Rosina;;Do majera
30045;49,185927;18,767543;SK;ZA;Rosina;;Holeša
30046;49,17918;18,768751;SK;ZA;Rosina;;kostol
30047;49,182055;18,768579;SK;ZA;Rosina;;pož,zbroj,
30434;49,291073;18,731718;SK;KM;Rudina;;Králik
30435;49,286868;18,743977;SK;KM;Rudina;;Oravec
30436;49,283119;18,750703;SK;KM;Rudina;;ZŠ
30437;49,281279;18,757743;SK;KM;Rudina;;žel,st,
30438;49,27144;18,749496;SK;KM;Rudinka;;rázc,
30439;49,27573;18,752534;SK;KM;Rudinka;;Majer
30440;49,30351;18,724369;SK;KM;Rudinská;;Ďurkáč
30441;49,322114;18,71227;SK;KM;Rudinská;;garáž
30442;49,330182;18,701467;SK;KM;Rudinská;;horáreň
30443;49,334246;18,698157;SK;KM;Rudinská;;Masarcovia
30444;0;0;SK;KM;Rudinská;;OcÚ
30445;49,307372;18,722657;SK;KM;Rudinská;;pri mlyne
30446;49,319021;18,715583;SK;KM;Rudinská;;Slovšport
30447;49,314583;18,719048;SK;KM;Rudinská;;ústredie
30448;49,312935;18,71994;SK;KM;Rudinská;;ZŠ
30502;48,884096;18,747239;SK;TR;Rudno;;
30586;49,083602;19,307953;SK;RK;Ružomberok;;AS
30587;49,078708;19,337104;SK;RK;Ružomberok;;Celulózka
30588;49,083932;19,283266;SK;RK;Ružomberok;;Mladá generácia
30589;49,087807;19,27034;SK;RK;Ružomberok;;Nová Černová
30590;49,058899;19,306275;SK;RK;Ružomberok;;Pod skalami
30591;49,083833;19,300335;SK;RK;Ružomberok;;evanjelický kostol
30592;49,079125;19,304361;SK;RK;Ružomberok;;Savoy
30593;49,071821;19,313709;SK;RK;Ružomberok;;sídl,SNP
30594;49,078595;19,306361;SK;RK;Ružomberok;;Sihoť ZŠ
30595;49,069386;19,304562;SK;RK;Ružomberok;;Solo horná brána
30596;49,064636;19,304689;SK;RK;Ružomberok;;SOU poľnohospodárske
30597;49,083803;19,294366;SK;RK;Ružomberok;;SPŠ
30598;49,07859;19,332172;SK;RK;Ružomberok;;Supra
30599;49,066832;19,310213;SK;RK;Ružomberok;;tehelňa
30600;49,052769;19,303327;SK;RK;Ružomberok;;Vápenka
30601;49,083474;19,307695;SK;RK;Ružomberok;;žel,st,
30602;49,016893;19,293042;SK;RK;Ružomberok;Biely Potok;Bohunka
30603;49,028011;19,29434;SK;RK;Ružomberok;Biely Potok;Kovostav
30604;48,992012;19,282776;SK;RK;Ružomberok;Biely Potok;Podsuchá
30605;49,041398;19,299639;SK;RK;Ružomberok;Biely Potok;pri moste
30606;49,012686;19,293825;SK;RK;Ružomberok;Biely Potok;Slovpap
30607;49,09301;19,258899;SK;RK;Ružomberok;Černová;Bystrá
30608;49,096716;19,25275;SK;RK;Ružomberok;Černová;kolónia
31189;49,261237;19,429406;SK;DK;Sedliacka Dubová;;
31293;49,357525;18,567499;SK;CA;Vysoká nad Kysucou;Semeteš;Cipár
31294;49,363636;18,580696;SK;CA;Vysoká nad Kysucou;Semeteš;Dodulí
31295;0;0;SK;CA;Vysoká nad Kysucou;Semeteš;most
31514;49,497571;19,439558;SK;NO;Sihelné;;Brandys
31515;49,510786;19,408837;SK;NO;Sihelné;;Chudiak
31516;49,514774;19,404238;SK;NO;Sihelné;;penzión Beskyd
31517;49,523253;19,393313;SK;NO;Sihelné;;konečná
31518;49,503651;19,424754;SK;NO;Sihelné;;pošta
31519;49,501448;19,429631;SK;NO;Sihelné;;Pindiak
31520;49,516689;19,401391;SK;NO;Sihelné;;Skurčák
31521;49,506432;19,417022;SK;NO;Sihelné;;ZŠ
31614;0;0;SK;CA;Skalité;;Dostál
31615;49,502938;18,952126;SK;CA;Skalité;;Kožák
31616;49,497064;18,898275;SK;CA;Skalité;;OcÚ
31617;49,503756;18,873963;SK;CA;Skalité;;Šimurda
31618;49,496733;18,920721;SK;CA;Skalité;;Tomas
31619;49,500117;18,88182;SK;CA;Skalité;;Tomica
31620;49,492496;18,908184;SK;CA;Skalité;;Triciatok
31621;49,499354;18,94072;SK;CA;Skalité;;ZŠ
31622;49,497668;18,891552;SK;CA;Skalité;;žel,st,
31650;49,041676;18,992891;SK;MT;Sklabiňa;;štadión
31651;49,044632;18,997736;SK;MT;Sklabiňa;;ZŠ
31653;49,045501;19,003402;SK;MT;Sklabiňa;;OcÚ
31657;49,053481;19,023468;SK;MT;Sklabinský Podzámok;;
31663;49.7066616;16.529646;SK;TR;Sklené;;I,
31664;48,784934;18,824751;SK;TR;Sklené;;Jednota I,
31665;48,78087;18,812835;SK;TR;Sklené;;Jednota II,
31666;48,785487;18,854908;SK;TR;Sklené;;kolónia
31667;48,777888;18,807723;SK;TR;Sklené;;konečná
31668;48,781149;18,868159;SK;TR;Sklené;;Lupták
31669;48,786021;18,830613;SK;TR;Sklené;;OcÚ
31670;48,777963;18,880728;SK;TR;Sklené;;rázc,
31671;48,785863;18,837444;SK;TR;Sklené;;rázc,k žel,st,
31672;48,783407;18,818318;SK;TR;Sklené;;ZŠ
31673;0;0;SK;TR;Sklené;;žel,st,
32103;49,082755;19,372451;SK;RK;Liptovské Sliače;;rázc,
32104;49,075295;19,380725;SK;RK;Liptovské Sliače;Nižný Sliač;Bielený
32105;49,07067;19,383619;SK;RK;Liptovské Sliače;Nižný Sliač;pri moste
32106;49,07986;19,377722;SK;RK;Liptovské Sliače;Nižný Sliač;Smištík
32107;49,057776;19,388295;SK;RK;Liptovské Sliače;Stredný Sliač;Gajdoš
32108;49,060931;19,389618;SK;RK;Liptovské Sliače;Stredný Sliač;kostol
32109;49,05399;19,388654;SK;RK;Liptovské Sliače;Stredný Sliač;otoč,
32110;49,06074;19,386827;SK;RK;Liptovské Sliače;Stredný Sliač;ZŠ
32111;49,056923;19,408198;SK;RK;Liptovské Sliače;Vyšný Sliač;garáž
32112;49,06016;19,405607;SK;RK;Liptovské Sliače;Vyšný Sliač;družstvo
32113;49,051472;19,405963;SK;RK;Liptovské Sliače;Vyšný Sliač;u Cabana
32140;48,972227;18,82193;SK;MT;Slovany;;
32169;48,907431;18,758549;SK;TR;Slovenské Pravno;;nám,
32170;48,911696;18,760085;SK;TR;Slovenské Pravno;;PS
32171;48,926001;18,779598;SK;TR;Slovenské Pravno;;Trhanová ŠM
32172;48,904608;18,757412;SK;TR;Slovenské Pravno;;ZŠ
32277;49,118929;19,651101;SK;LM;Smrečany;;kostol
32278;49,122642;19,653613;SK;LM;Smrečany;;otoč,
32279;49,114656;19,649056;SK;LM;Smrečany;;Širica
32317;49,265001;18,786209;SK;KM;Snežnica;;Centrum
32318;49,261153;18,790187;SK;KM;Snežnica;;pri Moravcovi
32319;49,268015;18,781243;SK;KM;Snežnica;;Základná škola
32320;49,257548;18,792259;SK;KM;Snežnica;;konečná
32449;48,951855;18,865327;SK;MT;Socovce;;
32705;49,144569;19,167442;SK;RK;Stankovany;;pri moste
32706;49,148902;19,156559;SK;RK;Stankovany;Rojkov;
32728;49,347607;18,954384;SK;CA;Stará Bystrica;;Bartek
32729;49,347672;18,908997;SK;CA;Stará Bystrica;;Budošovia
32730;49,343216;18,928086;SK;CA;Stará Bystrica;;Hamer
32731;49,342199;18,930515;SK;CA;Stará Bystrica;;Hamer-píla
32732;49,343802;18,918202;SK;CA;Stará Bystrica;;Kanderovia
32733;49,346355;18,937035;SK;CA;Stará Bystrica;;nám,
32734;49,338032;18,935072;SK;CA;Stará Bystrica;;Slezákovci
32735;49,349256;18,902826;SK;CA;Stará Bystrica;;Šimáškovia
32736;49,347554;18,944898;SK;CA;Stará Bystrica;;ZŠ
32737;49,348934;18,966289;SK;CA;Stará Bystrica;;Žovín
33102;49,443529;18,694705;SK;CA;Staškov;;Belkov
33103;49,420046;18,683157;SK;CA;Staškov;;Jednota
33104;49,464112;18,65148;SK;CA;Staškov;;Jelitov Čečotka
33105;49,45335;18,6604;SK;CA;Staškov;;Jelitov Nekoranec
33106;49,452838;18,691354;SK;CA;Staškov;;Mravcov
33107;0;0;SK;CA;Staškov;;Mravec
33108;49,437095;18,702406;SK;CA;Staškov;;MŠ
33109;49,423127;18,695722;SK;CA;Staškov;;OcÚ
33110;49,42705;18,697862;SK;CA;Staškov;;Pupík
33111;49,437038;18,702424;SK;CA;Staškov;;ŠM
33113;49,42441;18,69937;SK;CA;Staškov;;ZŠ
33114;49,42311;18,690281;SK;CA;Staškov;;žel,zast,
33115;49,448869;18,663301;SK;CA;Staškov;;Polgrúň
33116;49,440432;18,666601;SK;CA;Staškov;;Potôčky most
33301;49,178752;18,823626;SK;ZA;Stráňavy;;Danaj
33302;49,175285;18,822758;SK;ZA;Stráňavy;;Daňo
33303;49,181603;18,82693;SK;ZA;Stráňavy;;kúpalisko
33304;49,171347;18,820474;SK;ZA;Stráňavy;;MŠ
33305;49,162167;18,820404;SK;ZA;Stráňavy;;Múzeum Malofatr,operácie
33306;49,163952;18,826404;SK;ZA;Stráňavy;;Pod Polom
33307;49,184976;18,833146;SK;ZA;Stráňavy;;rázc,
33348;49,126501;18,713779;SK;ZA;Stránske;;kotol
33349;49,116784;18,703342;SK;ZA;Stránske;;hasičská zbrojnica
33350;49,12116;18,708402;SK;ZA;Stránske;;Skotňa
33351;49,131041;18,713392;SK;ZA;Rajecké Teplice;Poluvsie;č,d,47
33352;49,131516;18,721796;SK;ZA;Rajecké Teplice;Poluvsie;Katrena
33353;49,133925;18,709276;SK;ZA;Rajecké Teplice;Poluvsie;rázc,
33354;49,133452;18,703302;SK;ZA;Rajecké Teplice;Poluvsie;žel,st,
33430;49,223072;18,904606;SK;ZA;Stráža;;Jednota
33431;49,229953;18,91559;SK;ZA;Stráža;;konečná
33432;49,22632;18,911433;SK;ZA;Stráža;;pri kaplnke
33499;49,183891;18,853694;SK;ZA;Strečno;;autocamping
33500;49,183248;18,863248;SK;ZA;Strečno;;Jednota
33501;49,185621;18,861032;SK;ZA;Strečno;;Melo
33502;49,187568;18,836665;SK;ZA;Strečno;;osada Zlatno
33503;49,186924;18,867012;SK;ZA;Strečno;;OcÚ
33504;49,1803;18,863591;SK;ZA;Strečno;;pri lávke
33505;49,191648;18,862848;SK;ZA;Strečno;;Štadáni
33507;48,940943;19,756789;SK;LM;Nižná Boca;;Herich
33863;49,097825;18,985193;SK;MT;Sučany;;cint,
33864;49,098538;18,990842;SK;MT;Sučany;;Dom potravín
33865;49,113839;18,995065;SK;MT;Sučany;;Hrabiny otoč,
33866;49,108834;18,998127;SK;MT;Sučany;;Hrabiny most
33867;49,098467;19,007269;SK;MT;Sučany;;nová Prefa
33868;49,098461;19,000644;SK;MT;Sučany;;nová tehelňa
33869;49,100799;18,99116;SK;MT;Sučany;;OcÚ
33870;49,107187;19,001047;SK;MT;Sučany;;psych,liečebňa
33871;49,094081;18,971546;SK;MT;Sučany;;rozvodňa
33872;49,093126;18,960246;SK;MT;Sučany;;stará Prefa
33873;49,094655;19,002302;SK;MT;Sučany;;stará tehelňa
33874;49,098933;18,995797;SK;MT;Sučany;;ZŠ
33875;49,103237;18,988382;SK;MT;Sučany;;žel,st,
33918;0;0;SK;TS;Suchá Hora;;bývalá žel,st,
33919;49,36598;19,78941;SK;TS;Suchá Hora;;Jednota
33920;49,365724;19,796637;SK;TS;Suchá Hora;;št,hr,
33921;49,365632;19,783012;SK;TS;Suchá Hora;;ZŠ
34048;49,154552;18,5894;SK;BY;Súľov;Súľov;č,d,181
34049;49,160584;18,590799;SK;BY;Súľov;Súľov;Šefara
34050;49,16789;18,57598;SK;BY;Súľov;Súľov;turist,nocľah,
34051;49,164615;18,588152;SK;BY;Súľov;Súľov;ZŠ
34052;49,135349;18,591538;SK;BY;Súľov;Hradná;garáž
34053;49,140341;18,591164;SK;BY;Súľov;Hradná;ZŠ
34199;49,04994;19,535721;SK;LM;Svätý Kríž;;č,d,189
34200;49,048389;19,53728;SK;LM;Svätý Kríž;;Obecný úrad
34201;49,056126;19,533242;SK;LM;Svätý Kríž;;Cínovisko
34202;49,05622;19,529619;SK;LM;Svätý Kríž;;rázc,
34203;49,04144;19,538722;SK;LM;Svätý Kríž;;Vyšný koniec
34204;49,051175;19,534699;SK;LM;Svätý Kríž;;ZŠ
34226;49,259583;18,685454;SK;ZA;Svederník;;Hričovská priehrada
34227;49,263882;18,649373;SK;ZA;Svederník;;Jednota
34228;49,264372;18,67154;SK;ZA;Svederník;Marček;
34229;49,261599;18,641919;SK;ZA;Svederník;;Zárieč
34231;49,267477;18,642612;SK;ZA;Svederník;;Družstvo
34232;49,27933;18,633495;SK;ZA;Svederník;;Keblov Riečky
34233;49,273364;18,635747;SK;ZA;Svederník;;Keblov u Mičuru
34296;49,43164;18,707757;SK;CA;Staškov;;Bahana
34331;48,985483;19,760101;SK;LM;Malužiná;;Svidovo rázc,
34474;49,477274;18,793507;SK;CA;Svrčinovec;;rázc,
34475;49,495179;18,76608;SK;CA;Svrčinovec;;št,hr,CLO
34476;49,491286;18,781982;SK;CA;Svrčinovec;;u Liščáka
34477;49,471183;18,788838;SK;CA;Svrčinovec;;u Mišov
34478;49,493837;18,770867;SK;CA;Svrčinovec;;Zatky
34479;49,480667;18,792992;SK;CA;Svrčinovec;;žel,zast,
34480;0;0;SK;CA;Svrčinovec;;Mosty u Jabl,CLO
34896;49,362583;19,551206;SK;TS;Štefanov nad Oravou;;rázc,
34897;49,364275;19,533563;SK;TS;Štefanov nad Oravou;;RD
35022;49,074717;19,344114;SK;RK;Štiavnička;;LDCH otoč,
35023;49,070659;19,341781;SK;RK;Štiavnička;;MŠ
35024;49,068195;19,341653;SK;RK;Štiavnička;;most
35025;49,074173;19,340382;SK;RK;Štiavnička;;odbočka LDCH
35026;49,063013;19,336495;SK;RK;Štiavnička;;sušička RD
35027;49,251047;18,463755;SK;BY;Štiavnik;;Blaško
35028;49,277696;18,441381;SK;BY;Štiavnik;;pod Sokolovým
35029;49,23155;18,470218;SK;BY;Štiavnik;;Fujaček
35030;49,274666;18,443608;SK;BY;Štiavnik;;Kladivovce
35031;49,281452;18,440452;SK;BY;Štiavnik;;Jastrabie
35032;49,273342;18,446705;SK;BY;Štiavnik;;Vrchy
35033;49,225507;18,474206;SK;BY;Štiavnik;;Lúčky
35034;49,308406;18,416582;SK;BY;Štiavnik;;Medvedie
35035;49,254851;18,460914;SK;BY;Štiavnik;;kaplnka hor,koniec
35036;49,235783;18,468261;SK;BY;Štiavnik;;Tarabovce
35037;49,25946;18,457857;SK;BY;Štiavnik;;Nová Žilina
35038;49,248424;18,463985;SK;BY;Štiavnik;;Dom dôchodcov
35039;49,244104;18,465351;SK;BY;Štiavnik;;centrum
35040;49,291418;18,430472;SK;BY;Štiavnik;;u Motošických
35041;49,310486;18,41432;SK;BY;Štiavnik;;Ráztoka
35042;49,28436;18,436453;SK;BY;Štiavnik;;Strakošovce
35043;49,265145;18,454557;SK;BY;Štiavnik;;Zábrodie
35044;49,303278;18,417773;SK;BY;Štiavnik;;Jasenové
35045;49,297876;18,423743;SK;BY;Štiavnik;;pod Suchým
35298;49,153872;19,091514;SK;MT;Šútovo;;odb,k Šútov,vodopádom
35299;49,15088;19,084226;SK;MT;Šútovo;;OcÚ
35300;49,151841;19,096878;SK;DK;Kraľovany;;Rieka lom
35301;49,142507;19,090196;SK;MT;Šútovo;;žel,zast,
35428;49,375153;19,443039;SK;NO;Ťapešovo;;
35429;49,380281;19,436223;SK;NO;Ťapešovo;;rázc,
35690;49,223649;18,800989;SK;ZA;Teplička nad Váhom;;OcÚ
35718;0;0;SK;ZA;Terchová;;aut,st,
35719;49,283145;19,054167;SK;ZA;Terchová;;Bukovina
35720;49,27896;19,048588;SK;ZA;Terchová;;Gregušovia
35721;49,266026;19,034352;SK;ZA;Terchová;;Holúbkovia
35722;49,270441;19,036927;SK;ZA;Terchová;;Mláka
35723;49,258118;19,023497;SK;ZA;Terchová;;Mlynec
35724;49,276159;19,04079;SK;ZA;Terchová;;Panská Lúka
35725;49,290812;19,076126;SK;ZA;Terchová;;Šipková
35726;49,257629;19,032942;SK;ZA;Terchová;;centrum
35727;49,250971;19,03755;SK;ZA;Terchová;;Vrátňanská cesta
35728;49,288948;19,068021;SK;ZA;Terchová;;Vyšní Repáňovia
35729;49,256554;19,038565;SK;ZA;Terchová;;zdrav,str,
35730;49,257938;19,065654;SK;ZA;Terchová;;B,Potok h,Diery
35731;49,257435;19,050192;SK;ZA;Terchová;;B,Potok Berešovia
35732;49,258832;19,05782;SK;ZA;Terchová;;B,Potok pod Pálenice
35733;49,262988;19,09167;SK;ZA;Terchová;;B,Potok Podhorskovia
35734;49,25978;19,071852;SK;ZA;Terchová;;B,Potok Šparengovia
35735;49,262033;19,080614;SK;ZA;Terchová;;B,Potok Solisko
35736;49,232907;19,051656;SK;ZA;Terchová;;Vrátna Nový dvor
35737;49,236962;19,041359;SK;ZA;Terchová;;Vrátna rázc,
35738;49,228919;19,035569;SK;ZA;Terchová;;Vrátna Starý dvor
35739;49,232838;19,062433;SK;ZA;Terchová;;Vrátna Štefanová
35740;49,208803;19,041935;SK;ZA;Terchová;;Vrátna výťah
36138;49,023995;18,857664;SK;MT;Trebostovo;;OcÚ
36139;49,025298;18,866179;SK;MT;Trebostovo;;rázc,
36401;49,008976;18,857697;SK;MT;Trnovo;;hosp,dvor RD
36402;49,014756;18,860493;SK;MT;Trnovo;;OcÚ
36403;49,017588;18,861269;SK;MT;Trnovo;;rázc,
36488;49,360911;19,614214;SK;TS;Trstená;;aut,st,
36489;49,370263;19,614816;SK;TS;Trstená;;Ďurdinová
36490;49,363401;19,631372;SK;TS;Trstená;;ELKOND
36491;49,364927;19,615492;SK;TS;Trstená;;Hýbeľ
36492;49,359169;19,601545;SK;TS;Trstená;;nem,
36493;49,363892;19,623715;SK;TS;Trstená;;Panasonic
36494;49,379798;19,604396;SK;TS;Trstená;;Košariská
36495;49,356637;19,620407;SK;TS;Trstená;;RD rázc,
36496;49,363941;19,618007;SK;TS;Trstená;;SAD
36497;49,355776;19,594903;SK;TS;Trstená;;sídl,Západ
36498;49,40751;19,658221;SK;TS;Trstená;;št,hr,
36499;49,36813;19,619993;SK;TS;Trstená;;Štátne lesy
36500;49,372838;19,557734;SK;TS;Trstená;Ústie n,Priehradou;pri múre
36501;49,353079;19,586847;SK;TS;Trstená;;rázc,Zábiedovo
36503;49,115587;19,621889;SK;LM;Trstené;;otoč,
37046;49,128257;19,060135;SK;MT;Turany;;motorest Fatra
37047;49,120266;19,035334;SK;MT;Turany;;nadjazd
37048;49,114362;19,029264;SK;MT;Turany;;pomník
37049;49,116406;19,035982;SK;MT;Turany;;pošta
37050;49,119817;19,040986;SK;MT;Turany;;RD
37051;49,124335;19,048575;SK;MT;Turany;;VD Turiec
37052;49,11495;19,034532;SK;MT;Turany;;Zelenina
37053;49,110156;19,037872;SK;MT;Turany;;žel,st,
37055;48,763017;18,906435;SK;TR;Turček;Dolný Turček;
37056;0;0;SK;TR;Turček;;Hradlo Jelenia
37057;48,758069;18,92199;SK;TR;Turček;;Jednota
37058;48,757383;18,925304;SK;TR;Turček;;OcÚ
37059;48,759112;18,916562;SK;TR;Turček;;Št,lesy
37062;49,086181;19,025599;SK;MT;Turčianska Štiavnička;;Dom služ,
37063;49,082123;19,020687;SK;MT;Turčianska Štiavnička;;pož,zbroj,
37064;49,097875;19,021128;SK;MT;Turčianska Štiavnička;;Schádz,voda
37065;49,029862;18,989244;SK;MT;Turčianske Jaseno;;Jednota
37066;49,024413;18,9934;SK;MT;Turčianske Jaseno;;MŠ
37067;48,863498;18,858055;SK;TR;Turčianske Teplice;;aut,st,
37068;48,861536;18,863936;SK;TR;Turčianske Teplice;;Dom dôchodcov
37069;48,86387;18,861213;SK;TR;Turčianske Teplice;;Dom služ,
37070;48,85726;18,860908;SK;TR;Turčianske Teplice;;Pedagog,škola
37071;48,866158;18,860304;SK;TR;Turčianske Teplice;;SAD
37072;48,857749;18,86296;SK;TR;Turčianske Teplice;;ZŠ
37073;48,952754;18,84523;SK;MT;Turčiansky Ďur;;rázc,
37074;48,948048;18,841878;SK;MT;Turčiansky Ďur;;ŠM
37075;48,884557;18,864731;SK;TR;Turčianske Teplice;Turč,Michal;Kretík
37076;0;0;SK;TR;Turčianske Teplice;Turč,Michal;Cvik
37077;48,879837;18,862831;SK;TR;Turčianske Teplice;Turč,Michal;kolónia
37078;48,884482;18,863534;SK;TR;Turčianske Teplice;Turč,Michal;kostol
37079;48,886161;18,865897;SK;TR;Turčianske Teplice;Turč,Michal;Zork,
37080;49,028954;18,890011;SK;MT;Turčiansky Peter;;
37089;49,148657;18,746808;SK;ZA;Turie;;bufet
37090;49,146905;18,765883;SK;ZA;Turie;;konečná
37091;49,149781;18,754985;SK;ZA;Turie;;Kráľ
37092;49,149207;18,760632;SK;ZA;Turie;;Kamenica
37093;49,148674;18,728802;SK;ZA;Turie;;rázc,
37094;49,147898;18,739782;SK;ZA;Turie;;Štafen
37095;49,10271;19,38499;SK;RK;Turík;;otoč,
37096;49,106697;19,382363;SK;RK;Turík;;OcÚ
37097;49,097552;19,388021;SK;RK;Turík;;rázc,
37098;49,101004;19,387509;SK;RK;Turík;;RD
37153;0;0;SK;CA;Turzovka;;benzín,čerpadlo
37154;49,404872;18,638243;SK;CA;Turzovka;;Benzinol
37155;49,388748;18,6064;SK;CA;Turzovka;;Dorociak
37156;49,380025;18,581463;SK;CA;Turzovka;;Chotár
37157;49,391485;18,609668;SK;CA;Turzovka;;Jašík
37158;49,393674;18,614905;SK;CA;Turzovka;;Okuliar
37159;49,406707;18,616641;SK;CA;Turzovka;;Selanka
37160;49,403895;18,627459;SK;CA;Turzovka;;žel,st,
37161;49,383031;18,593499;SK;CA;Turzovka;;žel,zast,
37162;49,414968;18,631626;SK;CA;Turzovka;Hlinené;Korduliak
37163;49,41798;18,631955;SK;CA;Turzovka;Hlinené;Šataník
37164;49,410637;18,628948;SK;CA;Turzovka;Hlinené;Zimka
37165;49,424873;18,630739;SK;CA;Turzovka;Hlinené;ZŠ
37166;49,414494;18,599136;SK;CA;Turzovka;Predmier;rázc,
37167;0;0;SK;CA;Turzovka;Predmier;Rybníky
37168;49,411514;18,60589;SK;CA;Turzovka;Predmier;Slotík
37169;49,377346;18,6019;SK;CA;Turzovka;Turkov;píla
37170;49,385047;18,599295;SK;CA;Turzovka;Turkov;rázc,
37171;49,372799;18,606511;SK;CA;Turzovka;Turkov;Šutarov
37172;49,37074;18,611638;SK;CA;Turzovka;Turkov;ZŠ
37225;49,33369;19,55436;SK;TS;Tvrdošín;;hotel Limba
37226;49,321613;19,545052;SK;TS;Tvrdošín;Krásna Hôrka;
37227;49,33566;19,55875;SK;TS;Tvrdošín;;MŠ
37228;49,334331;19,555832;SK;TS;Tvrdošín;;nákup,str,
37229;49,342514;19,568051;SK;TS;Tvrdošín;;PNZZ
37230;49,333024;19,554073;SK;TS;Tvrdošín;;pri kostole
37231;49,340979;19,552387;SK;TS;Tvrdošín;;Vladina
37232;49,33541;19,5532;SK;TS;Tvrdošín;;Zelenina
37233;49,337457;19,562605;SK;TS;Tvrdošín;;žel,st,
37234;49,32868;19,55102;SK;TS;Tvrdošín;Medvedzie;sídl,
37235;49,328784;19,551182;SK;TS;Tvrdošín;Medvedzie;SPŠE
37530;49,059273;19,681275;SK;LM;Uhorská Ves;;centrum
37531;49,06126;19,68028;SK;LM;Uhorská Ves;;MŠ
38056;49,140673;19,293146;SK;RK;Valaská Dubová;;OcÚ
38057;49,140471;19,287536;SK;RK;Valaská Dubová;;rázc,
38058;49,144903;19,290854;SK;RK;Valaská Dubová;;u Drobúľa
38174;49.0011021;18.8119677;SK;MT;Valča;;Brčná
38175;0;0;SK;MT;Valča;;Brčná Hôrka
38176;48,999477;18,853924;SK;MT;Valča;;Matula
38177;49,002519;18,842828;SK;MT;Valča;;Nečas
38178;49,00152;18,849034;SK;MT;Valča;;OcÚ
38179;48,999252;18,858688;SK;MT;Valča;;sušička RD
38180;0;0;SK;MT;Valča;;Valčianska dol,Biele potoky
38181;0;0;SK;MT;Valča;;Valčianska dol,Gregorová
38182;0;0;SK;MT;Valča;;Valčianska dol,Priesočné
38183;0;0;SK;MT;Valča;;Valčianska dol,Suchá
38184;0;0;SK;MT;Valča;;Valčianska dol,Šindolná
38198;48,962452;18,878897;SK;MT;Laskár;Valentová;
38276;49,20508;18,872143;SK;ZA;Varín;;horný koniec
38277;49,20872;18,84988;SK;ZA;Varín;;Hrádok č,17
38278;49,200665;18,869433;SK;ZA;Varín;;OcÚ
38279;49,207118;18,858289;SK;ZA;Varín;;Šošinský potok
38280;49,194425;18,871415;SK;ZA;Varín;;Záriečie
38281;49,201697;18,861331;SK;ZA;Varín;;ZŠ
38282;49,201928;18,847989;SK;ZA;Varín;;žel,st,
38283;49,214358;18,876922;SK;ZA;Varín;;Koňhora č,d,762
38284;49,220025;18,883427;SK;ZA;Varín;;Koňhora konečná
38285;49,210117;18,876062;SK;ZA;Varín;;Koňhora rázc,
38286;49,173296;18,870168;SK;ZA;Nezbudská Lúčka;;konečná
38287;49,178393;18,865681;SK;ZA;Nezbudská Lúčka;;Na Jarku
38288;49,186865;18,872135;SK;ZA;Nezbudská Lúčka;;Vyš,Brehy
38289;49,181697;18,868329;SK;ZA;Nezbudská Lúčka;;ZŠ
38327;49,348003;19,384224;SK;NO;Vasiľov;;
38328;49,346;19,387581;SK;NO;Vasiľov;;rázc,
38331;49,387851;19,467888;SK;NO;Vavrečka;;
38332;49,070146;19,759036;SK;LM;Vavrišovo;;OcÚ
38333;49,073174;19,763067;SK;LM;Vavrišovo;;pož,zbroj,
38334;49,06206;19,750072;SK;LM;Vavrišovo;;rázc,
38348;49,059012;19,979939;SK;LM;Važec;;Jednota
38349;49,061618;19,977;SK;LM;Važec;;žel,nadjazd
38459;49,205316;19,244658;SK;DK;Veličná;;
38461;49,202219;19,251289;SK;DK;Veličná;;žel,zast,
38462;49,220414;19,240019;SK;DK;Veličná;Revišné;konečná
38463;49,207334;19,251127;SK;DK;Veličná;Revišné;rázc,
38464;49,216226;19,245881;SK;DK;Veličná;Revišné;Sučák
38465;49,213566;19,251065;SK;DK;Veličná;Revišné;sušička
38534;49,091069;18,590469;SK;ZA;Veľká Čierna;;Bohdal
38535;49,083954;18,593254;SK;ZA;Veľká Čierna;;samota
38640;49,197688;19,517604;SK;LM;Veľké Borové;;Jednota
38641;49,205051;19,534663;SK;LM;Veľké Borové;;Ráztoka
